EVENT CATEGORY	EVENT GROUP	EVENT SUBGROUP	EVENT TYPE	PLACE	EVENT START DATE	COMMENTS	FATALITIES	INJURED / INFECTED	EVACUATED	ESTIMATED TOTAL COST	NORMALIZED TOTAL COST	EVENT END DATE	FEDERAL DFAA PAYMENTS	PROVINCIAL DFAA PAYMENTS	PROVINCIAL DEPARTMENT PAYMENTS	MUNICIPAL COSTS	OGD COSTS	INSURANCE PAYMENTS	NGO PAYMENTS	UTILITY - PEOPLE AFFECTED	MAGNITUDE	
Disaster	Natural	Meteorological - Hydrological	Flood	Central and Northern Alberta	01/03/1974 12:00:00 AM	Central and Northern AB, Spring 1974.  Adverse weather and flooding had major impacts in most of Alberta.  Heavy snowfall accumulations prevented the harvest of 1973 crops.  Farmers could not plant 1974 seeds either since the soil was saturated.  Spring flooding damaged private property, agricultural lands, livestock, roads, and bridges.	0	0	0	8532000.0000	1953893.1	30/06/1974 12:00:00 AM	4246073.0000	4285927.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Central and Southern Manitoba	01/04/1974 12:00:00 AM	Central and Southern Manitoba, April-May 1974. Severe flooding occurred in central and southern Manitoba on practically all rivers and river systems; many people had to be evacuated; although the natural discharge of water was greater than the flood in 1966, the city of Winnipeg avoided major damage due to the Red River Floodway, the portage Diversion, and the Shellmouth Dam, which were flood control programs intentionally set-up to reduce flooding in Winnipeg.	0	0	0	14523061.0000	3325891.8	31/05/1974 12:00:00 AM	11464005.0000	3059056.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Tornado	Windsor ON	03/04/1974 12:00:00 AM	Windsor ON, April 3, 1974. 9 dead, 30 injured.	9	30	0			03/04/1974 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Saint John River Basin NB	29/04/1974 12:00:00 AM	Saint John River NB, April 29, 1974. Heavy spring runoff and ice jams caused flooding along the Restigouche and Saint John Rivers beginning on April 29 and continuing to the middle of May. Major areas affected were along the Saint John River from Mactaquac through Fredericton to Maugerville and Sheffield. Residential property, private property, small businesses, schools, public property, churches and other buildings sustained damages. Highways, roads and bridges were flooded over and washed out. There were crop and livestock losses, also major damage to the fishing industry. Some minor flooding occurred along the following rivers: Keswick, Nashwaak, Tay, Oromocto and Jemseg.	0	0	0	800539.0000	183329.5	29/04/1974 12:00:00 AM	73470.0000	727069.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Hay River Township, south shore of Great Slave Lake NT	02/05/1974 12:00:00 AM	Hay River Township, south shore of Great Slave Lake NT, May 2, 1974. Flooding caused by ice jamming required evacuation of West Channel residents.	0	0	0			02/05/1974 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Cambridge/Waterloo Region ON	17/05/1974 12:00:00 AM	Grand River, Cambridge ON, May 17-21, 1974. Many roads and businesses were closed in Cambridge; some small dams (one on the Grand River and two on the Maitland River) were damaged and utility services were disrupted in some areas.	0	0	0			21/05/1974 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Charlottetown PE	03/07/1974 12:00:00 AM	Charlottetown PE, July 3, 1974. At 4:30 pm, Charlottetown and the surrounding area received a half-hour storm of thunder, lightning, 30 mm of rain, large hailstones, and winds up to 140 km/h.  Damages reported were: broken windows, doors torn from frames, shingles lifted from roofs, buildings blown down, trees and shrubbery uprooted, electric and telephone lines knocked out by fallen trees, and damaged crops.  The damage was most severe in Sherwood, East Royalty, Mermaid, and Johnston's River. The airport in Charlottetown reported that planes were flipped over.	0	0	0	143000.0000	32748.1	03/07/1974 12:00:00 AM	13473.0000	129527.0000						0	0.0	
Incident	Technology	Transportation accident	Air	Rae Point NT	30/10/1974 12:00:00 AM	Rae Point NT, October 30, 1974. Two survivors: a Pan-Arctic Oils Lockheed Electra crashed.	32	2	0			30/10/1974 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Saint John, Sussex Corner and Chaleur Bay NB	01/01/1975 12:00:00 AM	Saint John, Sussex Corner and Chaleur Bay NB, 1975. The storm brought heavy rain and high winds.	0	0	0			01/01/1975 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Vancouver Island BC	01/03/1975 12:00:00 AM	Vancouver Island BC, March 1975.	14	0	0			01/03/1975 12:00:00 AM		0.0000	0.0000					0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Saskatchewan	01/04/1975 12:00:00 AM	Saskatchewan, April-May 1975. An extremely high snow accumulation combined with long periods of rain during the runoff period led to the spring flooding of Saskatchewan. The annual flood volume was 5 times above average.  Both the North and South Saskatchewan Rivers experienced flooding, along with the Qu\'Appelle River basin.  Damage to homes, small businesses and public works occurred in 69 municipalities and 1 village. There were eroded banks, damaged churches, hospitals, roads and farmland. Losses in livestock and grains were reported. Raising of road grades was necessary.	0	0	0	1893852.0000	391831.4	31/05/1975 12:00:00 AM	493226.0000	1400626.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Southwestern AB	01/06/1975 12:00:00 AM	Southwestern AB, June 1975.  A severe rain storm occurred over the upper portion of the Oldman River Basin in southwestern Alberta.  During a four-day period, the storm deluged the area with 360 mm of rain.  The storm resulted in flooding along the Oldman River and many of its tributaries.  Flood damage occurred in the towns of Waterton, Pincher Creek, Fort Macleod, Cardston and the City of Lethbridge.  At Fort Macleod, one resident drowned in the flood waters of the Oldman River.	1	0	0			01/06/1975 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Regina SK	25/06/1975 12:00:00 AM	Regina SK, June 25, 1975. Over 120 mm of rain fell of Regina and the surrounding area, causing major property damage.	0	0	0	2828222.0000	585149.4	25/06/1975 12:00:00 AM	640274.0000	2187948.0000						0	0.0	
Disaster	Natural	Geological	Landslide	Devastation Glacier BC	22/07/1975 12:00:00 AM	Devastation Glacier BC, July 22, 1975. A massive rock avalanche buries geophysical survey crew.	4	0	0			22/07/1975 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Tornado	Saint Bonaventure QC	25/07/1975 12:00:00 AM	Saint Bonaventure Region of Trois-Rivières QC, July 25, 1975. A tornado, which started around 5:40 pm, caused electrical failures and much damage; 75 dwellings were hit, leaving 45 uninhabitable; 918 people had to be relocated. There were 59 people injured, and 3 people died. The church was completely destroyed.	3	59	918			25/07/1975 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	Îles-de-la-Madeleine QC	28/07/1975 12:00:00 AM	Îles-de-la-Madeleine QC, July 28, 1975. Hurricane "Blanche".  Violent winds up to 115 km/h accompanies with 120 mm of rain caused major damages. One person was killed, and seven fishing boats were damaged.	1	0	0			28/07/1975 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Lake Superior ON	10/11/1975 12:00:00 AM	Lake Superior ON, November 10, 1975. The entire crew of 29 died: the 218-metre ore carrier "Edmund Fitzgerald" sailing out of Sault Ste. Marie sank during a gale in 156 metres of water.	29	0	0			10/11/1975 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Region of Quebec City and Trois-Rivières QC	02/01/1976 12:00:00 AM	Region of Québec and Trois-Rivières QC, January 2, 1976. A snowstorm caused major blackouts; 10 people were injured; 1 person died, and over 1,100 people provided assistance during the storm.	1	10	0			02/01/1976 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technology	Explosion	Non-Residential	Pincher Creek AB	01/02/1976 12:00:00 AM	Pincher Creek AB, February 1976. A sour gas well blow-out; the resulting fire and gas plume required the evacuation of 1036 sq. km.	0	0	0			01/02/1976 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Grand Falls NL	04/05/1976 12:00:00 AM	Grand Falls NL, May 4, 1976. Spring runoff caused the rise of the Exploits River which inundated a section of highway west of Grand Falls;  two people were drowned when their vehicle went off the highway and into 3 meters of water.	2	0	0			04/05/1976 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storm Surge	New Brunswick	02/02/1976 12:00:00 AM	New Brunswick,  February 2-3, 1976. The "Groundhog Day Storm"; a severe storm hit the Bay of Fundy producing 188 km/h winds and 12 m waves with swells 10 m high; parts of central New Brunswick. Saint John, was hit the hardest within the province, with damaged docks, buildings, boats and mobile homes, lobster traps and fish nets; the storm severed hydro poles and trees; transportation and utilities were stopped for a week; coastline flooding occurred; 550 m of a sea wall caved in. All of Prince Edward Island and parts of Nova Scotia were affected. Refer to the Nova Scotia entry for more information on this storm system.	0	0	0	8005500.0000	1544469.5	03/02/1976 12:00:00 AM	3065714.0000	4939786.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storm Surge	Western, Central and Northern NS	02/02/1976 12:00:00 AM	Western, Central and Northern NS, February 2-3, 1976. The "Groundhog Day Storm": high winds damaged roofs and windows, knocked down trees and power and telephone lines and caved in a 550 m sea wall.  The biggest impacts were caused by a storm surge. The fishing industry was greatly affected by the damage to the shoreline as a result of the extremely high tides. Refer to the New Brunswick entry for more information on this storm system.	0	0	0	4137800.0000	798289.4	03/02/1976 12:00:00 AM	2067621.0000	2070179.0000						0	0.0	
Incident	Technology	Fire	Residential	Saint John NB	01/01/1977 12:00:00 AM	Saint John NB, January 1, 1977. Cell block fire; 20 dead.	20	0	0			01/01/1977 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Winter Storm	Niagara Peninsula ON	28/01/1977 12:00:00 AM	Niagara Peninsula ON, January 28, 1977. The storm lasted 3 days and left 2000 people stranded by the end of the first day. 3,000 vehicles were left abandoned and had to be dug out and towed away.  All cities experienced freezing of individual lines.  St. Catharines reported 300 service calls during that weekend.  Ontario Hydro had two major breaks in electrical power.	0	0	0			31/01/1977 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Saskatchewan	01/03/1976 12:00:00 AM	Saskatchewan, March - April 15, 1976. During the spring season, there was large amount of rainfall in many areas of Saskatchewan. Flood damage to hospitals, churches, private property, small businesses and farmland occurred. Roads also required raising. Areas affected were the following: Souris River, Moose Jaw River, Qu'Appelle River, and Qu'Appelle Lakes.	0	0	0	1947804.0000	375782.1	15/04/1976 12:00:00 AM	530877.0000	1416927.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Quebec	01/03/1976 12:00:00 AM	Quebec, March 1, 1976. Province-wide flooding caused by an unusually wet spring combined with heavy runoff from spring snowmelt affected several areas of the province; most notably the Lower St. Lawrence/Gaspésie, Saguenay/Lake St. John, Quebec, Montreal, Trois-Rivières, Eastern Townships, Abitibi/Temiscamingue and Outaouais areas. In total, approximately 104 communities located along and in the vicinity of the Souris and Assiniboine River were flooded. Public, private and municipal land was damaged.	0	0	0	20500000.0000	3954983.9	15/07/1976 12:00:00 AM	7582330.0000	12917670.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Corner Brook NL	27/12/1977 12:00:00 AM	Corner Brook NL, December 27, 1977. Across Newfoundland, the combination of rain and warm temperatures on Christmas Day and Boxing Day melted the accumulation of snow and caused flooding, damaging city streets in Corner Brook.	0	0	0			27/12/1977 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Saint John River Basin NB	31/03/1976 12:00:00 AM	Saint John River Basin NB, March 31 – April 5, 1976. Town of Woodstock, Villages of Hartland, Ste Anne de Madawaska, Perth-Andover and Green River, New Brunswick; some river systems in the northeast of New Brunswick were also affected; cyclonic storms and high snowmelt rate contributed to cause severe ice jam flooding, inundated regional highways and municipal streets as well as railroads and bridges; massive ponds formed in some residential areas; losses in crops and livestock; a State of Emergency was declared; 400 people were evacuated as the flood submerged about 200 homes, several businesses, and a junior high school; 2 people died, one from a trail derailment, the other drowned.	2	0	400	975000.0000	188102.9	05/04/1976 12:00:00 AM	155109.0000	819891.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Assiniboine River MB	01/04/1976 12:00:00 AM	Assiniboine River MB, April 1976. Record flooding was reported.	0	0	0	4545103.0000	876868.7	01/04/1976 12:00:00 AM	2134809.0000	2410294.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Fundy Isles NB	01/02/1978 12:00:00 AM	Fundy Isles NB, February 1978.	0	0	0			01/02/1978 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technology	Transportation accident	Air	Cranbrook BC	11/02/1978 12:00:00 AM	Cranbrook BC, February 11, 1978. 43 dead, 4 seriously injured. A Boeing 737 coming in to land was destroyed when it tried to avoid hitting a snowplow on the runway.	43	4	0			11/02/1978 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Storms and Severe Thunderstorms	Moncton NB	12/07/1976 12:00:00 AM	Moncton NB, July 12, 1976.  A rainstorm dropped 79.8 mm within 24 hours in Moncton, NB. Streets and basements all across the town were flooded. Transformers were hit by lightning during the storm; however, there were no widespread power outages. Smaller outages were fixed within a day.	0	0	0	8005500.0000	1544469.5	12/07/1976 12:00:00 AM	3065714.0000	4939786.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Hurricane / Typhoon / Tropical Storm	New Brunswick and Quebec	10/08/1976 12:00:00 AM	New Brunswick and Quebec, August 10-11, 1976.  Hurricane Belle.  A hurricane warning was issued on Aug. 9.  Rainfall accumulation was 178 mm in a 3 day period, causing extensive damage. There were reports of flooded basements, damage to sewage disposal facilities, washed out roads and culverts. On Aug. 11 Saint John River rose to 4.9 m at Fredericton and 4.3 m at Maugerville. Approximately 13 areas were affected in QC including Notre-Dame-du-Lac and Sherbrooke.	0	0	0			11/08/1976 12:00:00 AM	0.0000	0.0000						0	0.0	
Incident	Technology	Fire	Residential	Petty Harbour NL	26/12/1976 12:00:00 AM	Petty Harbour, just outside St. John's NL, December 26, 1976. A fire in a nursing home claimed the lives of 21 residents.	21	0	0			26/12/1976 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Fort McMurray, Rainbow Lake AB	01/01/1977 12:00:00 AM	Fort McMurray, Rainbow Lake AB, 1977.	0	0	0			01/01/1977 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Flood	Toronto ON	27/08/1976 12:00:00 AM	Toronto ON, August 27, 1976. At least five roads were closed due to flooding.	0	0	0			27/08/1976 12:00:00 AM	0.0000	0.0000						0	0.0	
Disaster	Natural	Meteorological - Hydrological	Wildfire	British Columbia	12/02/1977 12:00:00 AM	British Columbia, February 12, 1977. Total of 103,000 hectares burnt, 195,200 sheep and 3,365 cattle destroyed, 1,212,000 bales of hay burnt, 116 houses and 339 other buildings burnt.	0	0	0			12/02/1977 12:00:00 AM	0.0000	0.0000						0	0.0	
